Injection timings : 
on	off	delay_ui	delay_m	interval_m	subinterval_m	per_meas	smpl_rate
400	400	300	10	50	5	12	1

Type	C1(x)	C1(y)	C1(z)	C2(x)	C2(y)	C2(z)	P1(x)	P1(y)	P1(z)	P2(x)	P2(y)	P2(z)	MP(x)	MP(y)	MP(z)	K	a	b	I	U	Rho	Sp	M	Z	P	D	M0	M1	M2	M3	M4	Channel	U/I gain	Filter (Fcut1)	Inj.U	Time
WA	175.00	0.00	0.00	310.00	0.00	0.00	220.00	0.00	0.00	265.00	0.00	0.00	242.50	0.00	0.00	282.74	45.00	0.00	27.32	8.74	90.46	-96.07	6.04	110.82	696.27	6.10	9.66	7.39	3.01	-3.38	-10.64	3	10:10	2	300	05.03.2008 16:45:12
WA	180.00	0.00	0.00	315.00	0.00	0.00	225.00	0.00	0.00	270.00	0.00	0.00	247.50	0.00	0.00	282.74	45.00	0.00	21.63	6.87	89.82	-21.07	22.81	89.81	-18.03	8.48	22.81	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:41:32
WA	185.00	0.00	0.00	320.00	0.00	0.00	230.00	0.00	0.00	275.00	0.00	0.00	252.50	0.00	0.00	282.74	45.00	0.00	44.82	14.82	93.51	4.35	30.37	106.61	392.95	1.71	9.88	9.06	7.25	4.14	0.05	3	10:10	2	400	05.03.2008 17:53:45
WA	190.00	0.00	0.00	325.00	0.00	0.00	235.00	0.00	0.00	280.00	0.00	0.00	257.50	0.00	0.00	282.74	45.00	0.00	40.04	15.88	112.17	18.85	64.84	122.14	-107.56	2.48	10.14	10.99	12.75	14.75	16.21	3	10:10	2	400	05.03.2008 18:03:20
WA	195.00	0.00	0.00	330.00	0.00	0.00	240.00	0.00	0.00	285.00	0.00	0.00	262.50	0.00	0.00	282.74	45.00	0.00	30.95	12.30	112.36	187.14	75.64	126.84	-245.79	3.23	10.21	11.53	14.38	18.24	21.28	3	10:10	2	400	05.03.2008 18:03:26
WA	200.00	0.00	0.00	335.00	0.00	0.00	245.00	0.00	0.00	290.00	0.00	0.00	267.50	0.00	0.00	282.74	45.00	0.00	26.76	9.17	96.90	3.60	41.44	124.30	440.58	4.92	9.77	9.58	9.30	7.64	5.15	3	10:10	2	400	05.03.2008 18:03:31
WA	205.00	0.00	0.00	340.00	0.00	0.00	250.00	0.00	0.00	295.00	0.00	0.00	272.50	0.00	0.00	282.74	45.00	0.00	30.38	10.10	93.98	115.54	48.49	112.31	307.95	3.96	9.90	10.15	10.20	9.76	8.48	3	10:10	2	400	05.03.2008 18:03:37
WA	210.00	0.00	0.00	345.00	0.00	0.00	255.00	0.00	0.00	300.00	0.00	0.00	277.50	0.00	0.00	282.74	45.00	0.00	40.51	14.56	101.65	73.07	23.99	145.73	612.22	3.69	9.33	8.52	6.14	2.35	-2.34	3	10:10	2	400	05.03.2008 18:03:43
WA	215.00	0.00	0.00	350.00	0.00	0.00	260.00	0.00	0.00	305.00	0.00	0.00	282.50	0.00	0.00	282.74	45.00	0.00	49.90	15.58	88.30	134.84	27.11	95.30	337.44	2.64	9.73	8.54	6.24	3.10	-0.50	3	10:10	2	400	05.03.2008 18:03:49
WA	220.00	0.00	0.00	355.00	0.00	0.00	265.00	0.00	0.00	310.00	0.00	0.00	287.50	0.00	0.00	282.74	45.00	0.00	43.32	15.29	99.76	362.99	8.34	132.48	644.04	4.26	9.27	7.50	3.59	-2.73	-9.30	3	10:10	2	400	05.03.2008 18:03:55
WA	225.00	0.00	0.00	360.00	0.00	0.00	270.00	0.00	0.00	315.00	0.00	0.00	292.50	0.00	0.00	282.74	45.00	0.00	22.67	6.18	77.03	-13.40	-21.98	191.88	937.86	9.85	8.91	5.45	-1.34	-11.40	-23.58	3	10:10	2	100	05.03.2008 20:48:34
WA	230.00	0.00	0.00	365.00	0.00	0.00	275.00	0.00	0.00	320.00	0.00	0.00	297.50	0.00	0.00	282.74	45.00	0.00	31.69	8.90	79.43	-34.40	67.76	137.89	486.31	7.06	10.08	11.43	13.71	15.94	16.60	3	10:10	2	100	05.03.2008 20:48:38
WA	235.00	0.00	0.00	370.00	0.00	0.00	280.00	0.00	0.00	325.00	0.00	0.00	302.50	0.00	0.00	282.74	45.00	0.00	41.61	10.36	70.42	-117.01	79.96	93.48	18.25	5.39	10.45	11.80	15.07	19.29	23.35	3	10:10	2	100	05.03.2008 20:48:42
WA	240.00	0.00	0.00	375.00	0.00	0.00	285.00	0.00	0.00	330.00	0.00	0.00	307.50	0.00	0.00	282.74	45.00	0.00	21.76	9.93	129.05	100.70	73.94	193.03	143.44	6.09	9.79	11.10	14.17	17.87	21.02	3	10:10	2	100	05.03.2008 20:58:30
WA	245.00	0.00	0.00	380.00	0.00	0.00	290.00	0.00	0.00	335.00	0.00	0.00	312.50	0.00	0.00	282.74	45.00	0.00	32.79	12.17	104.97	-122.34	35.17	170.33	606.35	5.63	9.52	9.09	8.05	5.89	2.61	3	10:10	2	100	05.03.2008 20:48:49
WA	250.00	0.00	0.00	385.00	0.00	0.00	295.00	0.00	0.00	340.00	0.00	0.00	317.50	0.00	0.00	282.74	45.00	0.00	31.27	11.88	107.39	-114.11	18.87	178.28	699.38	5.71	9.21	7.88	5.08	0.91	-4.21	3	10:10	2	100	05.03.2008 20:48:53
WA	255.00	0.00	0.00	390.00	0.00	0.00	300.00	0.00	0.00	345.00	0.00	0.00	322.50	0.00	0.00	282.74	45.00	0.00	24.55	11.14	128.25	-42.98	-4.96	240.42	830.67	5.76	8.95	6.72	1.23	-6.74	-15.12	3	10:10	2	100	05.03.2008 20:48:57
WA	260.00	0.00	0.00	395.00	0.00	0.00	305.00	0.00	0.00	350.00	0.00	0.00	327.50	0.00	0.00	282.74	45.00	0.00	36.30	11.34	88.30	-131.86	33.69	112.62	449.13	5.28	9.53	9.04	7.55	5.22	2.36	3	10:10	2	100	05.03.2008 20:49:01
WA	265.00	0.00	0.00	400.00	0.00	0.00	310.00	0.00	0.00	355.00	0.00	0.00	332.50	0.00	0.00	282.74	45.00	0.00	25.99	8.26	89.89	-134.27	-5.95	153.51	825.22	7.02	9.18	6.52	0.86	-7.10	-15.41	3	10:10	2	100	05.03.2008 20:49:04
WA	270.00	0.00	0.00	405.00	0.00	0.00	315.00	0.00	0.00	360.00	0.00	0.00	337.50	0.00	0.00	282.74	45.00	0.00	31.67	8.58	76.62	-154.31	69.25	134.51	461.42	7.40	9.53	11.03	13.73	16.66	18.29	3	10:10	2	100	05.03.2008 20:49:08
WA	275.00	0.00	0.00	410.00	0.00	0.00	320.00	0.00	0.00	365.00	0.00	0.00	342.50	0.00	0.00	282.74	45.00	0.00	31.37	8.79	79.22	-114.30	4.11	128.56	775.95	7.10	9.19	7.26	2.53	-3.75	-11.12	3	10:10	2	100	05.03.2008 20:49:12
WA	280.00	0.00	0.00	415.00	0.00	0.00	325.00	0.00	0.00	370.00	0.00	0.00	347.50	0.00	0.00	282.74	45.00	0.00	62.49	13.15	59.48	-66.96	61.08	64.37	-46.39	4.48	9.83	10.61	12.03	13.68	14.93	3	10:10	2	100	05.03.2008 20:49:16
WA	285.00	0.00	0.00	420.00	0.00	0.00	330.00	0.00	0.00	375.00	0.00	0.00	352.50	0.00	0.00	282.74	45.00	0.00	56.66	11.97	59.73	-55.12	51.67	85.51	421.69	7.24	9.44	10.32	10.91	10.91	10.09	3	10:10	2	100	05.03.2008 20:49:20
WA	290.00	0.00	0.00	425.00	0.00	0.00	335.00	0.00	0.00	380.00	0.00	0.00	357.50	0.00	0.00	282.74	45.00	0.00	48.94	10.75	62.09	-78.07	7.32	89.22	731.65	5.93	9.26	7.38	3.05	-2.80	-9.57	3	10:10	2	100	05.03.2008 20:49:23
WA	295.00	0.00	0.00	430.00	0.00	0.00	340.00	0.00	0.00	385.00	0.00	0.00	362.50	0.00	0.00	282.74	45.00	0.00	83.98	17.21	57.93	-94.31	38.80	66.35	322.79	3.64	9.74	9.21	8.30	6.80	4.74	3	10:10	2	100	05.03.2008 20:49:27
WA	300.00	0.00	0.00	435.00	0.00	0.00	345.00	0.00	0.00	390.00	0.00	0.00	367.50	0.00	0.00	282.74	45.00	0.00	35.60	8.56	68.01	-76.15	54.36	89.57	322.06	7.74	9.94	10.45	10.99	11.64	11.35	3	10:10	2	100	05.03.2008 20:49:31
WA	305.00	0.00	0.00	440.00	0.00	0.00	350.00	0.00	0.00	395.00	0.00	0.00	372.50	0.00	0.00	282.74	45.00	0.00	44.36	2.77	17.67	234.50	30.63	20.18	244.49	5.68	9.43	8.58	6.71	4.11	1.81	3	10:10	2	100	05.03.2008 23:43:03
WA	310.00	0.00	0.00	445.00	0.00	0.00	355.00	0.00	0.00	400.00	0.00	0.00	377.50	0.00	0.00	282.74	45.00	0.00	39.50	7.83	56.02	-220.35	94.50	72.14	29.00	6.12	10.24	12.60	17.54	23.98	30.14	3	10:10	2	100	05.03.2008 23:20:50
WA	315.00	0.00	0.00	450.00	0.00	0.00	360.00	0.00	0.00	405.00	0.00	0.00	382.50	0.00	0.00	282.74	45.00	0.00	25.92	8.08	88.11	-175.18	47.04	100.44	179.97	4.75	9.86	10.05	9.60	9.14	8.39	3	10:10	2	100	05.03.2008 23:20:56
WA	320.00	0.00	0.00	455.00	0.00	0.00	365.00	0.00	0.00	410.00	0.00	0.00	387.50	0.00	0.00	282.74	45.00	0.00	30.05	11.53	108.45	-143.97	22.65	138.91	449.16	3.25	9.43	8.17	5.40	1.71	-2.05	3	10:10	2	100	05.03.2008 23:21:02
WA	325.00	0.00	0.00	460.00	0.00	0.00	370.00	0.00	0.00	415.00	0.00	0.00	392.50	0.00	0.00	282.74	45.00	0.00	18.81	6.17	92.75	-139.98	-0.79	154.76	684.69	6.03	9.50	6.64	1.73	-5.79	-12.86	3	10:10	2	100	05.03.2008 23:21:08
WA	330.00	0.00	0.00	465.00	0.00	0.00	375.00	0.00	0.00	420.00	0.00	0.00	397.50	0.00	0.00	282.74	45.00	0.00	31.38	11.73	105.67	-41.86	59.70	120.49	27.65	4.00	10.07	10.82	12.15	13.25	13.41	3	10:10	2	100	05.03.2008 23:21:14
WA	335.00	0.00	0.00	470.00	0.00	0.00	380.00	0.00	0.00	425.00	0.00	0.00	402.50	0.00	0.00	282.74	45.00	0.00	25.82	7.61	83.29	-195.79	17.78	114.30	495.33	5.38	9.57	7.97	4.79	0.33	-4.88	3	10:10	2	100	05.03.2008 23:21:20
WA	340.00	0.00	0.00	475.00	0.00	0.00	385.00	0.00	0.00	430.00	0.00	0.00	407.50	0.00	0.00	282.74	45.00	0.00	23.60	6.91	82.76	-179.51	40.31	97.46	233.53	5.82	9.74	9.41	8.63	7.08	5.45	3	10:10	2	100	05.03.2008 23:21:26
WA	0.00	0.00	0.00	150.00	0.00	0.00	50.00	0.00	0.00	100.00	0.00	0.00	75.00	0.00	0.00	314.16	50.00	0.00	41.80	12.41	93.30	-239.14	44.41	119.10	377.99	3.49	9.79	9.87	9.48	8.46	6.82	3	10:10	2	400	05.03.2008 18:04:01
WA	5.00	0.00	0.00	155.00	0.00	0.00	55.00	0.00	0.00	105.00	0.00	0.00	80.00	0.00	0.00	314.16	50.00	0.00	25.90	7.76	94.06	12.60	28.99	95.74	0.78	6.98	28.99	0.00	0.00	0.00	0.00	3	10:10	3	200	05.03.2008 18:04:11
WA	10.00	0.00	0.00	160.00	0.00	0.00	60.00	0.00	0.00	110.00	0.00	0.00	85.00	0.00	0.00	314.16	50.00	0.00	22.71	6.97	96.35	10.29	17.47	101.80	65.80	8.31	17.47	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:41:50
WA	15.00	0.00	0.00	165.00	0.00	0.00	65.00	0.00	0.00	115.00	0.00	0.00	90.00	0.00	0.00	314.16	50.00	0.00	28.12	8.39	93.75	4.13	-40.82	86.05	111.84	6.54	-40.82	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:41:56
WA	20.00	0.00	0.00	170.00	0.00	0.00	70.00	0.00	0.00	120.00	0.00	0.00	95.00	0.00	0.00	314.16	50.00	0.00	26.40	8.21	97.71	-20.68	17.91	99.39	51.20	6.80	17.91	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:42:02
WA	25.00	0.00	0.00	175.00	0.00	0.00	75.00	0.00	0.00	125.00	0.00	0.00	100.00	0.00	0.00	314.16	50.00	0.00	22.86	7.16	98.36	42.79	60.72	104.66	-43.23	8.04	60.72	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:42:08
WA	30.00	0.00	0.00	180.00	0.00	0.00	80.00	0.00	0.00	130.00	0.00	0.00	105.00	0.00	0.00	314.16	50.00	0.00	25.60	7.77	95.32	54.80	-5.09	96.50	120.16	7.19	-5.09	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:42:14
WA	35.00	0.00	0.00	185.00	0.00	0.00	85.00	0.00	0.00	135.00	0.00	0.00	110.00	0.00	0.00	314.16	50.00	0.00	30.90	9.27	94.27	26.78	-22.27	94.60	175.30	6.31	-22.27	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:42:20
WA	40.00	0.00	0.00	190.00	0.00	0.00	90.00	0.00	0.00	140.00	0.00	0.00	115.00	0.00	0.00	314.16	50.00	0.00	21.72	6.70	96.85	58.98	-15.12	104.43	198.92	8.22	-15.12	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:42:26
WA	45.00	0.00	0.00	195.00	0.00	0.00	95.00	0.00	0.00	145.00	0.00	0.00	120.00	0.00	0.00	314.16	50.00	0.00	24.64	7.57	96.50	100.69	37.12	107.33	282.15	6.74	9.91	9.17	8.00	6.27	3.77	3	10:10	2	300	05.03.2008 16:45:18
WA	50.00	0.00	0.00	200.00	0.00	0.00	100.00	0.00	0.00	150.00	0.00	0.00	125.00	0.00	0.00	314.16	50.00	0.00	20.54	5.87	89.76	-3.00	21.88	90.99	28.76	9.52	21.88	0.00	0.00	0.00	0.00	3	10:10	3	200	03.03.2008 19:42:38
WA	55.00	0.00	0.00	205.00	0.00	0.00	105.00	0.00	0.00	155.00	0.00	0.00	130.00	0.00	0.00	314.16	50.00	0.00	35.48	10.37	91.78	-82.01	20.99	108.04	487.49	3.38	9.50	8.30	5.56	1.28	-3.66	3	10:10	2	400	05.03.2008 17:47:48
WA	60.00	0.00	0.00	210.00	0.00	0.00	110.00	0.00	0.00	160.00	0.00	0.00	135.00	0.00	0.00	314.16	50.00	0.00	30.82	8.96	91.38	112.84	37.44	99.20	198.26	5.28	9.86	9.27	7.99	6.30	4.01	3	10:10	2	300	05.03.2008 16:45:30
WA	65.00	0.00	0.00	215.00	0.00	0.00	115.00	0.00	0.00	165.00	0.00	0.00	140.00	0.00	0.00	314.16	50.00	0.00	30.82	9.06	92.36	165.08	41.76	100.65	183.43	5.64	9.84	9.44	9.11	7.62	5.75	3	10:10	2	300	05.03.2008 16:45:36
WA	70.00	0.00	0.00	220.00	0.00	0.00	120.00	0.00	0.00	170.00	0.00	0.00	145.00	0.00	0.00	314.16	50.00	0.00	27.53	7.25	82.73	-30.11	37.95	90.52	282.63	1.31	9.75	9.34	8.32	6.49	4.06	3	100:10	2	300	05.03.2008 16:45:42
WA	75.00	0.00	0.00	225.00	0.00	0.00	125.00	0.00	0.00	175.00	0.00	0.00	150.00	0.00	0.00	314.16	50.00	0.00	18.79	4.72	78.85	-36.33	37.38	79.08	-29.27	1.18	37.38	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:43:08
WA	80.00	0.00	0.00	230.00	0.00	0.00	130.00	0.00	0.00	180.00	0.00	0.00	155.00	0.00	0.00	314.16	50.00	0.00	26.94	7.59	88.48	-14.58	22.46	98.64	411.92	6.89	9.54	8.33	5.62	1.59	-2.61	3	10:10	2	300	05.03.2008 16:45:48
WA	85.00	0.00	0.00	235.00	0.00	0.00	135.00	0.00	0.00	185.00	0.00	0.00	160.00	0.00	0.00	314.16	50.00	0.00	25.18	7.59	94.68	30.59	56.67	103.45	53.93	6.81	10.04	10.53	11.31	12.36	12.42	3	10:10	2	300	05.03.2008 16:45:54
WA	90.00	0.00	0.00	240.00	0.00	0.00	140.00	0.00	0.00	190.00	0.00	0.00	165.00	0.00	0.00	314.16	50.00	0.00	12.58	3.60	89.98	-41.63	59.44	93.02	-39.99	1.64	59.44	0.00	0.00	0.00	0.00	3	100:10	3	200	03.03.2008 19:43:26
WA	95.00	0.00	0.00	245.00	0.00	0.00	145.00	0.00	0.00	195.00	0.00	0.00	170.00	0.00	0.00	314.16	50.00	0.00	29.51	7.49	79.74	-122.72	3.10	97.24	617.27	6.84	9.44	7.20	2.25	-4.22	-11.57	3	10:10	2	300	05.03.2008 16:45:59
WA	100.00	0.00	0.00	250.00	0.00	0.00	150.00	0.00	0.00	200.00	0.00	0.00	175.00	0.00	0.00	314.16	50.00	0.00	25.83	7.44	90.52	-15.33	26.36	103.78	391.24	7.14	9.65	8.58	6.36	2.74	-0.96	3	10:10	2	300	05.03.2008 16:46:05
WA	105.00	0.00	0.00	255.00	0.00	0.00	155.00	0.00	0.00	205.00	0.00	0.00	180.00	0.00	0.00	314.16	50.00	0.00	24.34	7.57	97.73	-57.74	52.29	126.44	365.85	5.13	9.73	10.33	11.02	11.09	10.12	3	10:10	2	400	05.03.2008 17:42:36
WA	110.00	0.00	0.00	260.00	0.00	0.00	160.00	0.00	0.00	210.00	0.00	0.00	185.00	0.00	0.00	314.16	50.00	0.00	31.82	8.49	83.86	-269.93	29.44	101.27	440.75	6.10	9.87	9.01	6.62	3.76	0.18	3	10:10	2	300	05.03.2008 16:46:17
WA	115.00	0.00	0.00	265.00	0.00	0.00	165.00	0.00	0.00	215.00	0.00	0.00	190.00	0.00	0.00	314.16	50.00	0.00	20.22	5.21	80.93	-229.70	25.73	103.35	531.41	9.96	9.72	8.46	6.77	2.22	-1.43	3	10:10	2	300	05.03.2008 16:46:23
WA	120.00	0.00	0.00	270.00	0.00	0.00	170.00	0.00	0.00	220.00	0.00	0.00	195.00	0.00	0.00	314.16	50.00	0.00	26.57	6.86	81.10	-83.06	-36.21	67.38	-44.74	8.47	-36.21	0.00	0.00	0.00	0.00	3	10:10	3	300	03.03.2008 19:44:32
WA	125.00	0.00	0.00	275.00	0.00	0.00	175.00	0.00	0.00	225.00	0.00	0.00	200.00	0.00	0.00	314.16	50.00	0.00	26.81	6.41	75.09	-106.51	-14.84	101.93	830.09	8.59	9.32	6.53	-0.22	-10.38	-20.09	3	10:10	2	300	05.03.2008 16:55:12
WA	130.00	0.00	0.00	280.00	0.00	0.00	180.00	0.00	0.00	230.00	0.00	0.00	205.00	0.00	0.00	314.16	50.00	0.00	63.03	15.15	75.53	-216.20	44.28	80.01	160.94	3.64	9.99	9.82	9.24	8.30	6.93	3	10:10	2	300	05.03.2008 16:46:35
WA	135.00	0.00	0.00	285.00	0.00	0.00	185.00	0.00	0.00	235.00	0.00	0.00	210.00	0.00	0.00	314.16	50.00	0.00	45.93	10.56	72.23	-4.14	111.23	82.92	-106.19	5.83	111.23	0.00	0.00	0.00	0.00	3	10:10	3	300	03.03.2008 19:44:54
WA	140.00	0.00	0.00	290.00	0.00	0.00	190.00	0.00	0.00	240.00	0.00	0.00	215.00	0.00	0.00	314.16	50.00	0.00	30.95	6.61	67.06	-143.65	27.81	99.50	606.21	8.37	9.67	8.80	7.02	3.60	-1.27	3	10:10	2	300	05.03.2008 16:46:41
WA	145.00	0.00	0.00	295.00	0.00	0.00	195.00	0.00	0.00	245.00	0.00	0.00	220.00	0.00	0.00	314.16	50.00	0.00	36.39	9.20	79.42	-33.82	48.93	80.79	-38.09	0.71	48.93	0.00	0.00	0.00	0.00	3	100:10	3	300	03.03.2008 19:45:06
WA	150.00	0.00	0.00	300.00	0.00	0.00	200.00	0.00	0.00	250.00	0.00	0.00	225.00	0.00	0.00	314.16	50.00	0.00	29.01	7.62	82.52	-125.58	36.25	111.26	463.41	5.35	9.57	9.12	8.09	6.18	3.29	3	10:10	2	400	05.03.2008 16:59:45
WA	155.00	0.00	0.00	305.00	0.00	0.00	205.00	0.00	0.00	255.00	0.00	0.00	230.00	0.00	0.00	314.16	50.00	0.00	43.30	11.34	82.28	-9.71	70.32	86.72	-260.00	5.21	70.32	0.00	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 19:47:44
WA	160.00	0.00	0.00	310.00	0.00	0.00	210.00	0.00	0.00	260.00	0.00	0.00	235.00	0.00	0.00	314.16	50.00	0.00	30.49	7.95	81.89	-7.40	46.00	82.10	-53.62	7.16	46.00	0.00	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 19:47:50
WA	165.00	0.00	0.00	315.00	0.00	0.00	215.00	0.00	0.00	265.00	0.00	0.00	240.00	0.00	0.00	314.16	50.00	0.00	31.24	7.31	73.52	15.39	37.59	67.35	-142.03	8.05	37.59	0.00	0.00	0.00	0.00	3	10:10	2	300	03.03.2008 19:47:56
WA	170.00	0.00	0.00	320.00	0.00	0.00	220.00	0.00	0.00	270.00	0.00	0.00	245.00	0.00	0.00	314.16	50.00	0.00	37.41	10.36	86.97	-113.26	5.06	118.71	723.64	3.36	9.31	7.44	3.04	-3.59	-11.14	3	10:10	2	400	05.03.2008 17:54:46
WA	175.00	0.00	0.00	325.00	0.00	0.00	225.00	0.00	0.00	275.00	0.00	0.00	250.00	0.00	0.00	314.16	50.00	0.00	36.78	10.69	91.28	-122.71	10.85	115.41	622.47	3.11	9.43	7.72	3.86	-1.88	-8.29	3	10:10	2	400	05.03.2008 17:55:09
WA	180.00	0.00	0.00	330.00	0.00	0.00	230.00	0.00	0.00	280.00	0.00	0.00	255.00	0.00	0.00	314.16	50.00	0.00	33.53	9.71	90.94	22.34	81.66	105.94	-395.28	2.99	10.46	11.98	15.39	19.84	24.00	3	10:10	2	400	05.03.2008 17:55:39
WA	185.00	0.00	0.00	335.00	0.00	0.00	235.00	0.00	0.00	285.00	0.00	0.00	260.00	0.00	0.00	314.16	50.00	0.00	33.22	9.12	86.28	66.41	89.06	108.56	-543.84	3.34	10.38	12.21	16.36	22.24	27.87	3	10:10	2	400	05.03.2008 17:55:47
WA	190.00	0.00	0.00	340.00	0.00	0.00	240.00	0.00	0.00	290.00	0.00	0.00	265.00	0.00	0.00	314.16	50.00	0.00	32.58	9.17	88.38	42.58	81.94	108.45	-11.03	3.66	10.27	12.20	15.88	20.15	23.44	3	10:10	2	400	05.03.2008 17:55:56
WA	195.00	0.00	0.00	345.00	0.00	0.00	245.00	0.00	0.00	295.00	0.00	0.00	270.00	0.00	0.00	314.16	50.00	0.00	39.67	11.26	89.17	38.67	29.83	105.19	426.02	3.03	9.55	8.70	7.01	4.10	0.47	3	10:10	2	400	05.03.2008 17:56:04
WA	200.00	0.00	0.00	350.00	0.00	0.00	250.00	0.00	0.00	300.00	0.00	0.00	275.00	0.00	0.00	314.16	50.00	0.00	43.62	12.80	92.21	48.00	58.04	121.24	326.69	3.37	9.94	10.65	11.92	12.85	12.68	3	10:10	2	400	05.03.2008 17:56:12
WA	205.00	0.00	0.00	355.00	0.00	0.00	255.00	0.00	0.00	305.00	0.00	0.00	280.00	0.00	0.00	314.16	50.00	0.00	48.31	14.06	91.40	167.98	7.74	118.97	631.87	2.85	9.19	7.43	3.30	-2.61	-9.58	3	10:10	2	400	05.03.2008 17:56:20
WA	210.00	0.00	0.00	360.00	0.00	0.00	260.00	0.00	0.00	310.00	0.00	0.00	285.00	0.00	0.00	314.16	50.00	0.00	27.15	6.59	76.21	10.87	-17.23	167.76	915.04	9.39	8.53	5.94	-1.00	-10.33	-20.37	3	10:10	2	100	05.03.2008 20:49:35
WA	215.00	0.00	0.00	365.00	0.00	0.00	265.00	0.00	0.00	315.00	0.00	0.00	290.00	0.00	0.00	314.16	50.00	0.00	40.87	10.13	77.82	-20.11	10.56	117.25	711.10	5.91	9.25	7.52	3.88	-2.02	-8.07	3	10:10	2	100	05.03.2008 20:49:38
WA	220.00	0.00	0.00	370.00	0.00	0.00	270.00	0.00	0.00	320.00	0.00	0.00	295.00	0.00	0.00	314.16	50.00	0.00	47.69	13.05	85.98	-29.66	11.90	120.62	668.31	4.95	9.24	7.46	4.10	-1.48	-7.42	3	10:10	2	100	05.03.2008 20:49:42
WA	225.00	0.00	0.00	375.00	0.00	0.00	275.00	0.00	0.00	325.00	0.00	0.00	300.00	0.00	0.00	314.16	50.00	0.00	26.27	12.68	151.64	190.57	62.51	194.23	57.80	5.44	9.78	10.85	12.56	14.40	14.91	3	10:10	2	100	05.03.2008 20:58:34
WA	230.00	0.00	0.00	380.00	0.00	0.00	280.00	0.00	0.00	330.00	0.00	0.00	305.00	0.00	0.00	314.16	50.00	0.00	30.13	7.70	80.26	-189.35	69.16	146.41	541.77	7.75	9.80	11.80	14.14	16.18	17.24	3	10:10	2	100	05.03.2008 20:49:50
WA	235.00	0.00	0.00	385.00	0.00	0.00	285.00	0.00	0.00	335.00	0.00	0.00	310.00	0.00	0.00	314.16	50.00	0.00	29.01	8.14	88.09	-150.48	60.71	169.40	581.14	8.32	9.47	10.90	12.72	13.73	13.89	3	10:10	2	100	05.03.2008 20:49:54
WA	240.00	0.00	0.00	390.00	0.00	0.00	290.00	0.00	0.00	340.00	0.00	0.00	315.00	0.00	0.00	314.16	50.00	0.00	24.77	8.23	104.39	-92.18	74.25	175.16	437.22	7.81	9.85	11.59	14.61	18.03	20.17	3	10:10	2	100	05.03.2008 20:49:57
WA	245.00	0.00	0.00	395.00	0.00	0.00	295.00	0.00	0.00	345.00	0.00	0.00	320.00	0.00	0.00	314.16	50.00	0.00	34.53	9.17	83.43	-175.18	34.62	131.99	605.52	6.45	9.58	9.14	7.72	5.59	2.58	3	10:10	2	100	05.03.2008 20:50:01
WA	250.00	0.00	0.00	400.00	0.00	0.00	300.00	0.00	0.00	350.00	0.00	0.00	325.00	0.00	0.00	314.16	50.00	0.00	36.18	9.63	83.61	-95.66	3.75	124.38	739.29	6.33	9.23	6.94	2.70	-3.92	-11.20	3	10:10	2	100	05.03.2008 20:50:05
WA	255.00	0.00	0.00	405.00	0.00	0.00	305.00	0.00	0.00	355.00	0.00	0.00	330.00	0.00	0.00	314.16	50.00	0.00	25.38	6.42	79.49	-47.53	20.37	100.13	524.52	9.36	9.31	7.98	5.40	1.24	-3.56	3	10:10	2	100	05.03.2008 20:50:09
WA	260.00	0.00	0.00	410.00	0.00	0.00	310.00	0.00	0.00	360.00	0.00	0.00	335.00	0.00	0.00	314.16	50.00	0.00	36.48	8.50	73.17	-204.21	20.00	162.37	819.53	8.40	9.02	7.87	5.92	1.48	-4.31	3	10:10	2	100	05.03.2008 20:50:13
WA	265.00	0.00	0.00	415.00	0.00	0.00	315.00	0.00	0.00	365.00	0.00	0.00	340.00	0.00	0.00	314.16	50.00	0.00	27.19	7.51	86.70	-105.25	-12.78	159.07	889.55	8.62	8.57	5.98	0.25	-9.13	-18.45	3	10:10	2	100	05.03.2008 20:50:16
WA	270.00	0.00	0.00	420.00	0.00	0.00	320.00	0.00	0.00	370.00	0.00	0.00	345.00	0.00	0.00	314.16	50.00	0.00	31.04	7.46	75.52	-106.66	-21.64	121.08	908.16	7.77	8.67	5.61	-1.51	-12.03	-22.37	3	10:10	2	100	05.03.2008 20:50:20
WA	275.00	0.00	0.00	425.00	0.00	0.00	325.00	0.00	0.00	375.00	0.00	0.00	350.00	0.00	0.00	314.16	50.00	0.00	39.42	9.23	73.58	-109.76	40.54	114.81	549.98	6.86	9.36	9.46	8.54	7.51	5.67	3	10:10	2	100	05.03.2008 20:50:24
