Project44 DipoleDipole_4
  5.0000
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
347
2
1
Chargeability
msec.
0.1500,1.1000
4     165.00       0.00     175.00       0.00     115.00       0.00     105.00       0.00      50.4969,    331.6180 
4     170.00       0.00     180.00       0.00     120.00       0.00     110.00       0.00      44.3034,      1.0026 
4     175.00       0.00     185.00       0.00     125.00       0.00     115.00       0.00      31.0575,   -120.5820 
4     180.00       0.00     190.00       0.00     130.00       0.00     120.00       0.00      27.4923,     24.3440 
4     185.00       0.00     195.00       0.00     135.00       0.00     125.00       0.00      28.6821,     -0.0061 
4     190.00       0.00     200.00       0.00     140.00       0.00     130.00       0.00      17.8246,   -187.0000 
4      80.00       0.00      90.00       0.00      10.00       0.00       0.00       0.00       5.8179,    901.0000 
4      85.00       0.00      95.00       0.00      15.00       0.00       5.00       0.00      20.2580,   -159.6350 
4      90.00       0.00     100.00       0.00      20.00       0.00      10.00       0.00      21.6659,    115.4310 
4      95.00       0.00     105.00       0.00      25.00       0.00      15.00       0.00      18.3345,    901.0000 
